NIDID,State,Latitude,Longitude,Year_Completed,Reservoir_Age,Hydraulic_Height,NID_Height,Maximum_Discharge,Maximum_Storage,Normal_Storage,NID_Storage,Surface_Area_km2,Size_Class,Drainage_Area_km2,Reservoir_Perimeter_km,Shoreline_Development_Index,Mean_Depth,Index_of_Basin_Permanence,Development_of_Volume,Maximum_Depth_in_ft_as_Hydraulic,Mean_Depth_Max_Depth_Ratio_Depth,Mean_Q,Catchment_Area_Surface_Area_Rati,Relative_Depth_as_percent_of_the,Surface_Area_Lake_Volume_Ratio,Lake_Volume_m3,AreaSqKm,Elevation,MEANV,STRAHLER,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLANDS,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,TNATMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,TNDFRAC,TPDFRAC,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,CONN_TR,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,WS_MINE,WS_URBN,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,THERMAL,CONTAMN,POLL_PS,POLLNPS,total_impairment,WSA9,WSA9_NAME,Poll_clus
NC00739,NC,36.177,-79.412,,,46.5,60.5,63000,36000,23000,36000,3.06347302,Small,76249.3056,42.56424655,6.860137356,47.55603349,1.500323812,3.068131193,46.5,1.022710398,38.6132,24889.82827,0.733937701,0.107982682,28.37004,2.989691,175.3,0.64,1,9,41,56,2,2.6,0.6,0.1,0.2,0,0.2,35.6,18.5,10.3,0,0,17.7,13.8,0,0.4,6887,2102,54,17,0.18,0.06,11377,90,0.3,43355,1916,341,15,1.26,0.06,13,11,40,27,20,13,18,0,0,0,0,0,0,14,44,0.53768,0.10251,14.48266697,12.97399998,38.08265686,802.2149048,31.49200058,-2.575999975,34.06800079,22.35066795,9.815999985,24.26399994,4.40199995,1135,115,79,11.57688808,322,252,320,270,SAP 4,1,3,1,2,1,2,1,2,1,0,0,0,0,2,1,1,1,1,1,3,24,SAP,Southern Appalachians,5
NC00787,NC,35.3359,-80.9852,1923,92,96,96,383685,45970,45970,45970,7.938201351,Small,4817.3814,84.73579794,8.484001944,23.43524923,1.494377457,0.732351539,96,0.24411718,2623.09,606.8606641,0.224682436,0.139995957,56.7030756,7.938,,2.34,3,9,47,51,2,4,0.5,0.6,4,0.4,1.5,32.4,22.4,20.8,0,0,7.1,5.8,0,0.4,358902,84982,74,17,0.13,0.03,541429,111,0.19,2034309,62929,417,13,0.88,0.03,27,30,17,10,28,17,20,1,1,0,0,0,0,11,39,0.76202,0.21632,15.23050022,12.62033367,38.24343491,771.2119751,31.64400101,-1.355999947,33,7.059333324,10.59666729,24.64599991,5.558666706,1147,115,77,10.38625336,311,261,303,285,SAP 1,0,0,0,2,2,1,3,0,0,0,0,2,3,1,0,0,0,0,0,2,16,SAP,Southern Appalachians,1
NC00826,NC,36.5019,-77.811,1963,52,89,99,644000,513000,450000,513000,90.244978,Medium,21600.5166,570.4482775,16.93946316,23.00443149,1.02771252,0.775430275,89,0.258476758,8063.03,239.3542601,0.065412476,0.16258423,555.066,76.836454,61,2.57,5,9,80,19,1,2.4,2.6,0.1,1.9,0.1,0.7,41.6,13.1,13.4,0,0,17.7,4.8,0,1.3,653868,241377,28,10,0.08,0.03,1061981,46,0.14,4574261,315033,199,14,0.64,0.05,17,13,32,35,25,15,18,1,2,0,0,0,0,10,32,0.9802,0.98586,14.77999973,13.27200031,38.79340744,794.8706665,32.0039978,-2.207999945,34.21199799,24.45866585,10.51133347,24.45866585,4.82733345,1119,116,78,13.07413769,327,246,327,266,SAP 4,0,2,1,1,3,2,2,1,0,1,0,3,0,1,1,2,0,3,1,3,27,SAP,Southern Appalachians,5
NC00827,NC,36.4817,-77.6733,1955,60,62,72,711000,80690,77140,80690,17.37109578,Medium,21755.916,75.15115049,5.086475035,18.79791511,0.789812289,0.909576537,62,0.303192179,8063.03,1252.420667,0.121830683,0.182564137,95.1506472,17.371,40.2,2.57,5,9,80,19,1,2.4,2.6,0.1,1.9,0.1,0.7,41.6,13.1,13.4,0,0,17.7,4.8,0,1.3,653868,241377,28,10,0.08,0.03,1061981,46,0.14,4574261,315033,199,14,0.64,0.05,17,13,32,35,25,15,18,1,2,0,0,0,0,10,32,0.9802,0.98586,15.01550007,13.0996666,38.36144638,799.1240845,32.12799835,-2.019999981,34.14799881,24.73200035,10.69466686,24.73200035,5,1121,121,77,15.29146576,336,239,336,267,SAP 3,0,3,1,1,5,1,1,2,2,2,1,2,0,1,1,1,0,3,1,3,31,SAP,Southern Appalachians,5
NC00861,NC,35.662,-78.611,1952,63,21,26,11500,7200,3070,7200,1.87369618,Small,0,19.17988807,3.95267743,15.55072024,5.06495488,2.221531463,21,0.740510488,32.7,0,0.306875012,0.494798853,3.7867836,1.91068,71.9,0.6,1,9,52,47,1,1.7,6.9,0.3,6.4,1.1,1.7,28.8,15.5,9.6,0,0,4.8,22.7,0,0.5,14767,6395,39,17,0.1,0.04,23995,63,0.17,197838,8283,523,22,6.79,0.3,40,44,36,30,13,6,10,0,0,0,0,0,0,4,16,0.56706,0.24568,15.42983341,12.625,38.0316925,780.3600464,31.8599987,-1.335999966,33.19599915,24.34466553,11.00066662,24.90600014,5.602666855,1170,125,77,15.77246952,347,241,340,276,SAP 4,0,1,1,1,1,2,0,1,1,1,0,2,0,1,1,1,0,3,1,3,21,SAP,Southern Appalachians,5
NC00864,NC,35.695,-78.694,1956,59,32,38,6600,10800,7200,10800,2.2662416,Small,0,16.33414333,3.060822531,19.28567001,1.839211838,1.808031564,32,0.602677188,32.7,0,0.346052691,0.255177042,8.881056,2.284899,86,0.6,1,9,52,47,1,1.7,6.9,0.3,6.4,1.1,1.7,28.8,15.5,9.6,0,0,4.8,22.7,0,0.5,14767,6395,39,17,0.1,0.04,23995,63,0.17,197838,8283,523,22,6.79,0.3,40,44,36,30,13,6,10,0,0,0,0,0,0,4,16,0.56706,0.24568,15.3706665,12.54466629,37.92221069,778.0940552,31.77199936,-1.307999969,33.07999802,24.2753334,10.94733334,24.82266617,5.573333263,1160,121,77,14.90381241,340,242,332,276,SAP 4,0,2,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,2,1,2,14,SAP,Southern Appalachians,1
NC00913,NC,35.899,-77.885,1971,44,20,35,66,13440,11200,13440,4.04686,Small,1287950.227,49.17362067,6.895535325,13.43996915,3.559443076,2.015995372,20,0.671998457,824.556,318259.2,0.180467825,0.292932829,13.814976,2.808565,,1.51,3,9,40,59,1,1,6.9,0.3,1.7,0.2,0.8,32.4,19.3,11.6,0,0,10.8,14.6,0,0.3,61337,22874,29,11,0.09,0.03,101068,47,0.14,1195272,142047,556,66,1.65,0.21,15,13,42,34,20,11,14,0,0,0,0,0,0,12,39,0.89904,0.83612,15.47066689,13.60666656,39.68809509,789.0942383,32.58399963,-1.700000048,34.2840004,24.49333382,11.06066704,25.04400063,5.54066658,1142,117,74,15.33948994,336,233,330,276,CPL 3,0,3,1,3,3,2,0,3,3,1,1,2,0,2,2,2,0,3,1,3,35,CPL,Coastal Plains,8
NC01008,NC,36.167,-78.772,,,67,80,38000,10800,9000,10800,1.3759324,Small,0,23.31799304,5.607735368,31.76463296,2.100470308,1.422296998,67,0.474098999,28.6437,0,0.731485793,0.123943135,11.10132,1.31018,108.8,0.56,1,9,56,43,1,2.5,4.7,0,0.2,0,0.2,43.3,24.6,8.3,0,0,8.1,7.9,0,0.2,5849,1688,59,17,0.18,0.05,9898,100,0.31,28883,1625,292,16,1.13,0.07,17,16,24,30,32,22,33,0,0,0,0,0,0,6,21,0.56392,0.12512,14.61983299,13.31499958,39.01945877,792.6326294,31.70000076,-2.424000025,34.12400055,24.28466606,10.07066631,24.28466606,4.685333252,1138,114,79,12.63062,319,251,319,266,SAP 4,1,3,1,2,1,2,1,1,1,0,0,0,0,1,1,0,1,1,1,2,20,SAP,Southern Appalachians,2
NC01027,NC,36.151,-78.83,1926,89,81,92,47100,18660,12400,18660,1.8615556,Small,276818.1312,29.20085239,6.037434249,40.56512427,1.909157385,1.50241201,81,0.500804003,171.456,148702.6087,0.803110692,0.121708866,15.295152,1.908761,103.9,0.93,2,9,35,63,1,0.9,1.2,0.4,1.1,0,0.5,48.9,11.4,9.2,0,0,18.7,7.4,0,0.3,18224,5858,39,13,0.13,0.04,30869,66,0.22,200542,16574,429,35,1.31,0.12,12,12,39,36,24,16,22,0,0,0,0,0,0,9,29,0.65505,0.23049,14.76683331,13.33433342,39.04864883,793.8179321,31.84399986,-2.303999901,34.14799881,24.44533348,10.19200039,24.44533348,4.809999943,1139,114,79,12.81101418,319,250,319,267,SAP 1,0,2,0,2,1,1,1,2,2,0,0,0,0,0,0,0,1,1,1,2,16,SAP,Southern Appalachians,1
NC01599,NC,36.283,-79.655,1974,41,33.6,46.6,4972,21161,9139,21161,2.7518648,Small,89129.32587,28.03619584,4.767606789,31.11904621,2.487071641,2.778486269,33.6,0.92616209,54.7085,32388.70588,0.50672617,0.244116033,11.27277372,2.700154,210.3,0.75,1,9,37,61,1,3.5,3.4,0.7,2.9,0.1,1.1,35.5,12.3,8.6,0,0,21.7,10,0,0.2,6422,2042,51,16,0.16,0.05,10287,82,0.25,59008,5021,468,40,1.22,0.11,18,24,39,37,24,13,19,0,0,0,0,0,0,6,21,0.61149,0.35153,14.27700043,12.68799973,37.45866776,800.0657959,31.18000031,-2.692000151,33.87200165,22.13666725,9.61000061,24.04199982,4.216666698,1142,118,79,11.59495926,325,255,321,266,SAP 4,2,4,0,3,2,2,1,1,1,0,0,0,0,3,1,0,0,0,0,1,21,SAP,Southern Appalachians,2
NC01713,NC,35.94167,-78.58167,1981,34,88,92,35600,1020980,114740,1020980,45.7699866,Medium,1994.2923,295.0678647,12.30343594,90.27211814,2.084850682,3.077458573,88,1.025819524,900.435,43.57206012,0.360432416,0.323395392,141.5294952,49.511956,,1.56,3,9,33,65,2,2.6,2.9,0.3,4.6,0.6,1.3,39.9,20,10.7,0,0,11.1,5.6,0,0.5,73774,24449,36,12,0.1,0.03,121653,59,0.17,942369,46803,455,23,1.2,0.06,34,35,21,22,24,14,22,0,0,0,0,0,0,7,21,0.74356,0.34633,15.32250023,13.19299984,38.49497986,800.8682861,32.31200027,-1.959999919,34.27199936,24.45800018,10.74800014,25.05066681,5.253333569,1141,116,76,14.48567772,333,241,322,267,SAP 4,1,4,1,2,2,3,0,1,1,1,1,4,0,1,1,1,0,3,2,4,33,SAP,Southern Appalachians,5
NC03845,NC,35.681,-79.97,1983,32,30,45,0,13000,7500,13000,2.428116,Small,0,0,0,21.66661693,0,2.166661693,30,0.722220564,,0,0.37559257,0.262467815,9.2511,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.05433369,12.97000027,38.79516983,776.156189,31.69199944,-1.74000001,33.43199921,24.51066589,10.42800045,24.51066589,5.251999855,1142,114,76,12.27047062,325,250,325,274,SAP 4,0,3,0,1,1,1,2,2,2,0,0,0,0,0,0,0,1,0,0,3,16,SAP,Southern Appalachians,1
NC04769,NC,36.38472,-79.36139,1983,32,42,76.8,4000,15268,6106,15268,1.5782754,Small,79730.25216,24.69925193,5.546094911,39.14862808,3.279403742,2.796330577,42,0.932110192,49.3861,50517.33333,0.841755101,0.209552996,7.53162888,1.498682,,0.72,1,9,52,46,2,1.2,1.1,0.2,1.2,0.2,0.4,49.7,19.8,10.2,0,0,10.2,5.8,0,0.1,8502,2735,52,17,0.18,0.06,13874,85,0.29,47128,5259,289,32,1.07,0.13,19,19,24,25,29,23,36,0,0,0,0,0,0,6,20,0.57388,0.16378,14.40016651,12.90766621,38.00396347,799.7495728,31.45199966,-2.512000084,33.9640007,22.22733307,9.733333588,24.18733215,4.34800005,1139,116,80,10.54313469,317,255,314,267,SAP 4,0,2,0,2,2,3,1,2,2,0,0,1,0,3,2,0,0,0,0,3,23,SAP,Southern Appalachians,2
NC04873,NC,36.09972,-79.32972,1991,24,27,37.5,28130,10645,7057,10645,2.61427156,Small,109401.1776,34.37758384,5.997840216,16.47829034,3.949327237,1.830921149,27,0.61030705,39.7313,41847.67802,0.275294417,0.300329829,8.70466836,2.372504,161.5,0.65,1,9,52,47,1,1.8,0.7,0.4,4.8,0.3,1.4,36.4,13.9,10.6,0,0,18.9,10.4,0,0.4,12181,3977,57,19,0.18,0.06,20293,95,0.31,128834,17451,602,82,3.63,0.52,26,22,33,19,16,9,13,0,0,0,0,0,0,16,47,0.70716,0.39012,14.64183331,13.10100079,38.37883759,801.109436,31.68000031,-2.45600009,34.13600159,22.5019989,9.963999748,24.40733337,4.5746665,1135,113,78,11.78136539,320,252,319,271,SAP 4,3,3,0,3,3,3,1,1,2,3,0,1,0,4,2,0,1,1,1,3,35,SAP,Southern Appalachians,8
NC04954,NC,36.04028,-79.50417,1992,23,61.5,68.5,122500,30825,23000,30825,4.5527175,Small,223775.136,74.87070879,9.898547793,27.3999371,2.639076603,1.336582297,61.5,0.445527432,119.35,49152,0.346876451,0.160476245,28.37004,4.498972,,0.77,2,9,71,28,1,0.7,0.5,0.6,9.9,3.6,4.8,31.9,12.6,9.3,0,0,17.2,8.5,0,0.5,18023,5870,46,15,0.15,0.05,30697,78,0.26,329577,37393,836,95,3.1,0.37,56,57,22,18,11,6,10,0,0,0,0,0,0,4,15,0.7219,0.39591,14.72066689,13.02733326,38.32019424,796.8766479,31.6760006,-2.319999933,33.9960022,22.58133316,10.01599979,24.44333267,4.70933342,1138,116,77,12.66192913,326,250,325,271,SAP 4,1,3,1,1,2,2,2,2,2,0,0,3,0,2,1,1,1,1,1,2,28,SAP,Southern Appalachians,2
NC05570,NC,35.836,-79.8113,2002,13,78,102,183705,121200,93600,121200,12.4238602,Medium,283448.5056,151.5120173,12.12589195,39.47873673,1.312318103,1.518412951,78,0.50613765,200.805,22814.85342,0.302548896,0.107609,115.453728,11.812791,,1.01,2,9,55,43,2,1.2,0.7,1,13.2,3.7,5.9,32.5,10.2,8.1,0,0,13.3,9.4,0,0.7,19958,6526,43,14,0.14,0.05,34135,74,0.24,381264,40438,831,88,2.13,0.24,56,49,18,12,12,5,8,0,0,0,0,0,0,9,31,0.76661,0.82718,14.80166626,12.65600014,37.96496201,786.6503906,31.43599892,-1.899999976,33.33599854,24.39266586,10.2086668,24.39266586,4.903333187,1140,114,76,12.57082176,326,250,326,272,SAP 4,0,4,1,1,2,1,1,2,2,0,0,0,0,2,1,1,0,0,2,3,23,SAP,Southern Appalachians,5
NC83102,NC,35.63333,-78.95611,1979,36,55,55,5030,7200,5250,7200,1.63088458,Small,6.2936757,130.6993497,28.87065951,17.86596395,20.18282764,0.974507124,55,0.324835708,86.8995,3.859057072,0.377898739,0.251844117,6.47577,15.256294,67.1,0.92,1,9,52,47,1,5,2.9,0.1,1.8,0.4,1.4,29,32.5,13.8,0,0,2.5,8,0,2.5,22892,7680,69,23,0.18,0.06,37298,112,0.3,142586,21833,428,66,1.84,0.3,28,21,20,21,26,18,31,2,4,0,0,0,0,6,23,0.86083,0.89867,15.40316677,13.11166668,39.05071259,780.8079834,32.11199951,-1.463999987,33.57600021,24.34666634,10.89133358,24.90333366,5.581999779,1160,116,77,13.55769539,332,247,330,277,SAP 4,0,3,1,2,1,1,0,1,1,2,1,3,0,1,1,1,1,3,1,3,27,SAP,Southern Appalachians,5
ND00005,ND,48.90789,-98.27962,1971,44,0,54,0,10707,5013,10707,1.56208796,Small,186.47928,0,0,27.73827829,0,,0,,,119.3782383,0.59949748,0.252624617,6.18343524,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.475999832,11.66266632,24.57160378,1331.208862,25.29999924,-22.16400146,47.4640007,17.83399963,-14.82266712,17.83399963,-14.82266712,495,88,13,65.34450531,237,43,237,43,TPL 1,1,5,4,4,4,3,1,5,4,0,0,1,0,4,2,2,0,3,3,5,51,TPL,Temperate Plains,6
ND00038,ND,46.87,-101.2583,1964,51,0,64.7,12446,10400,3640,10400,1.2747609,Small,398.85846,13.44192565,3.358474174,33.01579722,2.99383591,,0,,11.8544,312.8888889,0.789892562,0.283919511,4.4898672,1.111,591.3,0.25,2,4,46,51,3,0.7,0.2,0.1,0,0,0.7,0,0,0,1.3,51.1,9.3,36.3,0,0.4,668,571,1,1,0.06,0.05,1181,3,0.1,35806,5995,79,13,3.43,0.59,4,3,52,27,15,0,0,1,0,1,1,14,44,13,25,0.19027,0.10389,5.574166775,13.54433346,29.16020775,1199.674805,28.76799965,-17.68000031,46.44799805,17.34933281,-9.701333046,19.87866592,-9.701333046,428,77,10,63.95316696,200,33,190,33,NPL 2,1,4,4,3,2,3,1,4,4,0,0,1,0,3,3,1,0,2,0,4,40,NPL,Northern Plains,3
ND00096,ND,47.06634,-101.2059,1967,48,0,66,4874,20122,10350,20122,2.6709276,Small,378.13854,20.01318068,3.454458259,30.4878088,1.567630318,,0,,20.4949,141.5757576,0.503913226,0.209213475,12.766518,2.13,1925,0.49,1,4,74,25,1,1.6,0.6,0,0.4,0,0.5,0.1,0,0,0.4,61.1,11.1,22.5,0,1.7,612,412,3,2,0.12,0.08,1073,5,0.21,21614,3359,108,17,1.19,0.19,9,7,36,17,18,0,0,4,0,0,0,22,58,11,18,0.42088,0.18553,5.468333244,13.47333336,29.10258484,1196.41272,28.58800125,-17.70800018,46.29600143,17.2159996,-9.734666824,19.76866722,-9.734666824,431,79,11,63.82519913,200,34,192,34,NPL 2,1,4,2,4,4,1,1,3,3,1,2,1,1,3,3,1,4,3,3,2,47,NPL,Northern Plains,6
ND00145,ND,47.50167,-101.4317,1953,62,180,210,827000,24500000,18500000,24500000,538.23238,Large,468632.7906,191.7340245,2.331359076,184.2101034,0.008402245,3.07016839,180,1.023389463,,870.6887218,0.214481155,0.023586635,22819.38,64.216,563.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.979499817,11.93099976,27.01276779,1147.588135,26.64800072,-17.52000046,44.16799927,15.72066689,-9.666000366,18.58333397,-9.666000366,407,81,9,69.15103149,196,30,189,30,NPL 1,1,1,1,4,5,5,5,3,5,0,2,1,4,1,1,2,0,1,1,4,47,NPL,Northern Plains,4
ND00147,ND,45.98167,-103.2467,1970,45,74,79,64200,171838,19780,171838,7.082005,Small,1219.88529,37.11718338,3.934520289,98.19291744,1.521306123,3.98079395,74,1.326931317,15.3139,172.2514286,0.996695855,0.29026711,24.3982344,7.792,,0.27,3,4,80,19,1,1,0.4,0,0,0,0,0,0,0,9.3,29.9,3,56.3,0,0,845,736,1,1,0.06,0.05,1443,2,0.1,28459,5462,43,8,2.14,0.41,5,4,38,23,23,0,0,0,0,7,7,13,37,14,29,0.0111,0,6.653833389,14.46166706,32.12561417,1109.014526,29.74799919,-15.26799965,45.01599884,17.5233345,-7.157999992,20.21133423,-7.157999992,401,83,8,72.75491333,204,27,170,27,NPL 2,5,4,4,5,4,4,1,3,3,1,1,3,1,5,4,4,1,2,2,4,61,NPL,Northern Plains,6
ND00148,ND,46.86361,-102.8064,1949,66,46,65,105000,28218,10169,28218,3.31437834,Small,1051.53594,26.64880399,4.129253756,34.45413336,2.124551989,2.247008697,46,0.749002899,39.1723,317.2649573,0.511211827,0.26423584,12.54325812,2.559,,0.42,3,4,47,47,6,0.8,0,0,0.1,0,0.5,0,0,0,3.7,16,1.8,75.6,0,1.5,1471,1092,2,1,0.06,0.05,2426,2,0.1,74421,11384,77,12,2.18,0.35,4,3,48,31,15,0,0,4,0,2,2,5,16,23,48,0.06498,0,5.868166447,13.99033356,30.58932495,1154.706909,28.9640007,-16.77199936,45.73600006,17.21266747,-8.643333435,19.8579998,-8.643333435,417,86,9,68.03928375,202,27,182,27,NPL 2,1,4,4,5,3,1,0,4,4,0,0,0,0,3,4,4,0,0,0,4,41,NPL,Northern Plains,3
ND00149,ND,46.57,-101.8167,1948,67,118,142,5700,75785,67142,75785,13.35059114,Medium,4687.8819,69.58533197,5.372325855,22.97206002,0.840216716,0.584035424,118,0.194678475,132.385,351.1367081,0.169828392,0.161203368,82.81831416,13.495,,0.67,3,4,54,42,4,0.7,0,0.1,0.2,0.1,0.5,0,0,0,4.8,20.2,5.3,67.3,0,0.9,2425,2330,1,1,0.02,0.02,4216,1,0.04,258562,38064,62,9,2.25,0.34,9,8,47,29,15,0,0,2,0,3,3,7,24,17,35,0.21246,0.03875,6.037333488,13.40600014,29.09793282,1183.439453,29.31200027,-16.76000023,46.0719986,17.68333244,-8.908666611,20.28866577,-8.908666611,426,85,9,69.38399506,209,29,189,29,NPL 1,1,1,1,4,5,5,5,3,5,0,2,1,4,1,1,2,0,1,1,4,47,NPL,Northern Plains,4
ND00189,ND,47.755,-99.92167,1920,95,0,35,2000,7646,2337,7646,1.321704476,Small,1383.05466,15.63071886,3.835364663,23.41084644,5.422357248,,0,,19.6416,1046.417636,0.550060601,0.45850443,2.88264276,1.094,,0.48,1,5,58,40,2,1,5.8,0,0.1,0,0.2,0.8,0,0,0,39,0.6,52.6,0,0,7313,3208,4,2,0.17,0.07,9390,5,0.21,213449,32246,111,17,12.17,1.92,3,2,69,48,12,0,0,0,0,0,0,9,33,7,17,0,0,4.748166561,12.90433311,27.50518608,1246.488281,27.70400047,-19.21199989,46.91600037,17.08600044,-11.26333332,19.36000061,-11.26333332,425,81,9,65.64812469,201,33,198,33,TPL 1,0,4,5,1,3,0,3,4,4,0,0,3,0,4,2,3,0,3,3,5,47,TPL,Temperate Plains,6
ND00331,ND,48.37833,-101.51,1935,80,18.1,18.1,6950,5362,2803,5362,3.71097062,Small,24345.906,0,0,5.847314821,0,0.969168202,18.1,0.323056067,,6560.523446,0.081992348,1.073327622,3.45744444,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.475500107,13.10166645,27.58710289,1243.204834,27.47599983,-20.01600075,47.49200058,16.65066719,-11.60999966,19.01866722,-11.60999966,430,80,11,61.57172394,195,38,188,38,TPL 3,1,3,2,2,1,1,3,4,4,0,0,0,0,1,1,1,0,1,0,1,26,TPL,Temperate Plains,4
ND00526,ND,47.20833,-100.9617,1988,27,0,20,0,910,910,910,2.05175802,Small,738.14715,0,0,1.794867674,0,,0,,,359.7633136,0.033847763,1.827900852,1.1224668,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.527166843,13.01566696,28.58324623,1191.508423,28.02799988,-17.50799942,45.5359993,17.12199974,-9.793999672,19.56266594,-9.793999672,445,83,10,65.88339996,209,32,200,32,NPL 2,1,4,3,4,3,3,1,3,3,1,2,1,1,3,3,1,1,2,1,3,44,NPL,Northern Plains,3
ND00550,ND,47.6791,-100.136,1936,79,0,8,776,8775,4668,8775,4.70245132,Small,1.0100961,16.0974415,2.094062272,7.551617776,2.795721433,,0,,19.6416,0.214802065,0.09406725,0.816697731,5.75788464,2.277,,0.48,1,5,58,40,2,1,5.8,0,0.1,0,0.2,0.8,0,0,0,39,0.6,52.6,0,0,7313,3208,4,2,0.17,0.07,9390,5,0.21,213449,32246,111,17,12.17,1.92,3,2,69,48,12,0,0,0,0,0,0,9,33,7,17,0,0,4.801499844,12.80633354,27.54050064,1234.79895,27.63599968,-18.86400032,46.5,16.94733429,-11.03466702,19.29933357,-11.03466702,420,80,10,65.10157776,198,34,193,34,TPL 1,1,5,4,4,1,3,1,3,3,1,1,1,1,2,2,1,1,1,1,1,38,TPL,Temperate Plains,3
NE00749,NE,41.22355,-103.8105,1910,105,43,48,22107,8428,2678,8428,1.06837104,Small,3561.23625,0,0,31.92416914,0,2.227267614,43,0.742422538,,3333.333333,0.834294062,0.323429346,3.30325944,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.688333511,16.08933258,39.1734848,921.97229,30.69199944,-10.38000011,41.0719986,17.69599915,-2.192666769,20.4640007,-2.192666769,390,69,8,66.04679108,194,28,165,28,SPL 3,1,2,1,3,2,0,0,5,3,0,0,1,0,3,2,1,0,0,0,3,27,SPL,Southern Plains,2
NE00800,NE,42.77964,-103.3158,1922,93,17,19,0,14000,10960,14000,3.98211024,Small,4.143984,13.04355132,1.843886153,14.22760961,0.964835301,2.510754638,17,0.836918213,,1.040650407,0.192590963,0.294557858,13.5189408,3.728,3482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.877666473,16.01066589,36.55403519,1010.872864,32.00799942,-11.79199982,43.79999924,18.71266556,-3.328000069,21.64733315,-3.328000069,397,69,10,66.72312927,195,30,162,30,NPL 2,1,3,0,2,4,0,0,2,1,0,0,0,0,2,0,1,0,0,0,1,17,NPL,Northern Plains,2
NE01036,NE,40.95969,-100.4037,1941,74,60,100,0,21115,10871,21115,2.428116,Small,36.25986,33.33531414,6.034825654,35.19158588,2.486010418,1.759579294,60,0.586526431,,14.93333333,0.610049009,0.18107889,13.40916108,2.449,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.470333099,15.13666725,35.44554901,1017.743958,31.11199951,-11.59200001,42.70399857,19.49666595,-3.033333302,22.08799934,-3.033333302,526,89,11,65.13922882,254,34,226,34,SPL 3,1,4,1,5,3,4,0,1,1,0,0,4,0,4,2,1,1,1,1,3,37,SPL,Southern Plains,3
NE01051,NE,41.13667,-101.1267,1935,80,0,30,0,65000,50000,65000,12.342923,Medium,0,25.69421335,2.063104409,21.31142649,0.416613376,,0,,,0,0.163856666,0.200131709,61.674,11.963,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.666000366,15.3633337,35.99993896,1010.507507,31.5720005,-11.10400009,42.6760025,19.61599922,-2.6353333,22.23200035,-2.6353333,459,82,9,67.64472198,229,29,194,29,SPL 5,1,3,4,2,4,2,0,4,3,0,0,1,0,2,3,3,5,3,2,4,46,SPL,Southern Plains,6
